food_number,food_name,types_cooking,ingredient_main,ingredient_sub,seasoning,national_classification,kcal
356,표고전,부침,"표고버섯 15장, 쇠고기 150g","깨소금 약간, 밀가루 1/2컵, 계란 1개, 식용유 약간","진간장 1큰술, 설탕 1/2큰술, 다진파 1/2큰술, 다진마늘 1큰술, 후춧가루 약간, 참기름 약간",한식,160kcal
357,호박전,부침,애호박 1개,"밀가루 2큰술, 계란 2개, 쑥갓 약간, 식용유 3큰술","소금 약간, 진간장 1큰술, 식초 1작은술",한식,105kcal
358,가지볶음,볶음,가지 2개,"마늘 3톨, 간장 4큰술, 물 1/3컵, 참기름 약간, 깨소금 약간, 식용유 약간",,한식,68kcal
359,가지쇠고기볶음,볶음,"가지 1개, 쇠고기(등심) 100g","청고추 2개, 홍고추 1개, 대파 1/2뿌리","다진마늘 1/2큰술, 간장 1큰술, 청주 1큰술, 소금 1/2큰술씩, 설탕 1/2큰술씩, 깨소금 적당량, 참기름 적당량",한식,135kcal
360,가지와마른새우무침,볶음,"가지 1개, 마른새우 20g","식용유 1큰술, 깨소금 1/2큰술","진간장 1작은술, 다진파 1작은술, 다진마늘 1작은술, 참기름 1/2큰술, 소금 약간",한식,102kcal
361,개조개쌈장볶음,볶음,개조개 2마리,"청고추 1개씩, 홍고추 1개씩, 식용유 약간","참기름 약간, 후춧가루 약간, 깨소금 약간, 고추장 2큰술, 된장 1큰술, 고춧가루 1/2큰술, 다진마늘(다진것) 1작은술, 다진생강(다진것) 1작은술, 간장 1작은술, 다진파(다진것) 1큰술, 설탕 1큰술, 청주 1큰술",한식,135kcal
362,고구마줄기볶음,볶음,고구마줄기 25g,"들기름 2큰술, 국간장 1큰술, 다진파 1큰술, 다진마늘 1/2큰술, 참기름 1큰술, 깨소금 1큰술, 설탕 약간, 소금 약간",,한식,65kcal
363,고사리볶음,볶음,말린고사리 30g,"간장 1큰술, 다진대파 1큰술, 다진마늘 1/2큰술, 참기름 약간, 설탕 1/2큰술, 물 2큰술, 소금 약간, 깨소금 약간",,한식,63kcal
364,고추장불고기,볶음,"돼지고기(목살) 400g, 청고추 1개, 홍고추 1개, 고추장 2큰술, 다진생강 1/2작은술, 설탕 1/2작은술, 간장 1작은술, 청주 1큰술, 다진마늘 1큰술, 물엿 1큰술, 후춧가루 약간, 참기름 약간",,,한식,142kcal
365,골뱅이볶음,볶음,골뱅이(통조림) 1개,"표고버섯 2개, 양파 1개, 청피망 1/4개, 홍피망 1/4개, 녹말 2큰술","마늘 2쪽, 대파 약간, 진간장 1큰술, 깨소금 약간, 참기름 약간, 설탕 약간",한식,255kcal
366,굴소스 죽순버섯볶음,볶음,"죽순 1캔, 느타리버섯 30g, 새송이버섯 30g, 팽이버섯 1봉지","실파 한줌, 식용유 약간","마늘 4쪽, 굴소스 2큰술, 참기름 약간, 깨소금 약간",한식,82kcal
367,낙지불고기,볶음,"쇠고기 150g, 낙지 2마리","당근 1/4개, 양파 1/2개, 홍고추 1개, 콩나물 50g, 애호박 1/3개, 팽이버섯 약간, 쑥갓 약간","간장 2큰술, 설탕 1큰술, 다진파 약간, 다진마늘 약간, 고춧가루 2큰술, 고추장 1큰술, 생강즙 약간, 깨소금 약간, 후춧가루 약간, 육수 1컵",한식,393kcal
368,느타리버섯볶음,볶음,느타리버섯 80g,"어묵 30g, 당근 1/4개, 식용유 약간","다진마늘 1작은술, 정종 1큰술, 다진생강 1작은술, 소금 약간, 후춧가루 약간, 참기름 약간, 통깨 약간",한식,142kcal
369,두부구이와 버섯볶음,볶음,"두부 1모, 새송이버섯 2개, 팽이버섯 1/2봉","양파 1/2개, 대파 1/2개","간장 1큰술, 맛술 1큰술, 설탕 1작은술, 참기름 약간, 소금 약간, 후춧가루 약간",한식,120kcal
370,두부김치,볶음,"두부 1모, 배추김치 1/2포기","깻잎 10장, 깨소금 1큰술","다진파 1큰술, 다진마늘 1/2큰술, 참기름 1큰술, 소금 약간",한식,253kcal
371,라볶이,볶음,"라면 1봉, 떡 30g, 어묵 30g","대파 적당량, 마늘 1큰술","고추장 1과1/2큰술, 설탕 1큰술, 고춧가루 1/2큰술",한식,390kcal
372,마른새우볶음,볶음,마른새우 2컵,"간장 1큰술, 설탕 1큰술, 물 1큰술, 물엿 2작은술, 참기름 1작은술, 깨소금 1/2작은술",,한식,135kcal
373,멸치꽈리고추볶음,볶음,"꽈리고추 200g, 멸치 30g",통깨 약간,"[양념간장] 간장 3큰술, 다진마늘 1큰술, 청주 1큰술, 물 2큰술, 물엿 1큰술",한식,105kcal
374,멸치볶음,볶음,잔멸치 1컵,"당근 1/2개, 청고추 4개, 식용유 4큰술","깨소금 2큰술, 간장 1큰술, 설탕 약간, 청주 약간",한식,210kcal
375,버섯볶음,볶음,"느타리버섯 30g, 새송이버섯 30g, 팽이버섯 1봉지","실파 4뿌리, 식용유 약간","통마늘 4톨, 소금 1큰술, 참기름 약간, 깨소금 약간",한식,325kcal
376,버섯볶음과들깨소스,볶음,"표고버섯 20g, 느타리버섯 40g, 새송이버섯 40g, 팽이버섯 50g, 양송이버섯 30g",목이버섯 20g,"들기름 약간, 소금 약간, 흰후춧가루 약간, [들깨소스] 양파 1개, 다진마늘 1작은술, 다시물 1컵, 들깨가루 3큰술, 소금 약간, 후춧가루 약간",한식,186kcal
377,버섯잡채,볶음,"느타리버섯 60g, 표고버섯 3장, 팽이버섯 30g","식용유 2큰술, 청피망 1/2개, 홍피망 1/2개","간장 1큰술, 설탕 1/2작은술, 다진마늘 1/2작은술, 참기름 1/2작은술, 소금 약간, 후춧가루 약간",한식,201kcal
378,버터오징어채볶음,볶음,"오징어채 50g, 버터 2큰술",실고추 약간,"설탕 1/2큰술, 깨소금 약간",한식,151kcal
379,보고또보고닭발,볶음,닭발 200g,"소금 적당량, 소주 적당량, [양념장] 고춧가루 3큰술, 다진양파 1과1/2큰술, 다진고추 1큰술, 설탕 약간, 청양고추 적당량, 소금 약간",,한식,189kcal
380,부추잡채,볶음,"부추 1/4단, 돼지고기(안심) 100g","양파 1개, 청고추 1개, 홍고추 1개","다진마늘 1큰술, 다진생강 1작은술, 굴소스 1과1/2큰술, 소금 약간, 참기름 약간, 깨소금 약간, 식용유 약간",한식,206kcal
381,불고기,볶음,쇠고기(등심) 500g,배 1/2개,"간장 4큰술, 설탕 2큰술, 다진마늘 1큰술, 다진파 3큰술, 참기름 1큰술, 깨소금 1큰술, 후춧가루 약간",한식,172kcal
382,순대볶음,볶음,순대 300g,"양배추 1/4통, 양파 1개, 깻잎 적당량, 쫄면 100g, 식용유 적당량","고춧가루 3큰술, 간장 1큰술, 설탕 2큰술, 들깻가루 1큰술, 다진마늘 1큰술",한식,210kcal
383,어묵볶음,볶음,어묵 100g,"양파 1/4쪽, 피망 1/4쪽, 식용유 약간, 김치 50g","마늘 2쪽, 고춧가루 1큰술, 간장 1/2큰술, 설탕 1/2큰술, 참기름 약간, 깨소금 약간",한식,138kcal
384,연근볶음,볶음,연근 150g,"다진파 1큰술, 다진마늘 1큰술, 깨소금 1큰술, 고춧가루 1/2큰술, 참기름 1/2큰술, 통깨 약간, 소금 약간, 식용유 2큰술",,한식,73kcal
385,오징어떡볶음,볶음,"오징어 1마리, 떡볶이떡 50g","식용유 2큰술, 양파 1/2개, 당근 1/4개, 청피망 1/2개, 대파 1/2개, 물 1/2컵, 참기름 1큰술","[양념장] 다진마늘 2큰술, 고춧가루 1큰술, 고추장 2큰술, 설탕 2큰술, 간장 1큰술, 굴소스 1작은술, 후춧가루 약간",한식,289kcal
386,오징어볶음과소면,볶음,오징어 1마리,"양파 1/2개, 홍고추 1/2개, 양배추 1/4통, 당근 20g","고추장 1큰술, 고춧가루 1큰술, 간장 1큰술, 설탕 2/3큰술, 다진파 약간, 다진마늘 약간, 깨소금 약간, 후춧가루 약간, 참기름 약간",한식,236kcal
387,오징어삼겹살볶음,볶음,"오징어 1마리, 돼지고기(삼겹살) 200g","양파 1/2개, 실파 4뿌리, 청고추 1개, 홍고추 1개","고추장 5큰술, 미림 1큰술, 설탕 1큰술, 다진마늘 약간, 다진생강 약간, 물엿 3큰술, 참기름 약간, 깨소금 약간, 소금 약간",한식,325kcal
388,오징어채볶음,볶음,"오징어채 100g, 고추장 1큰술, 설탕 1큰술",식용유 2큰술,"술 1큰술, 물엿 1작은술, 참기름 1작은술",한식,130kcal
389,잔멸치쌈장볶음,볶음,잔멸치 100g,식용유 약간,"쌈장 1큰술, 물엿 1큰술",한식,100kcal
390,청경채닭고기볶음,볶음,"닭다리 2개, 청경채 70g","식용유 1컵, 녹말가루 1큰술","마늘 3쪽, 마른고추 3개, 파 100g, 생강 1쪽, 간장소스 2큰술, 식초 2큰술, 후춧가루 약간, 소금 약간, 청주 1큰술",한식,323kcal
391,고구마스프,"밥,죽,스프","고구마 2개, 우유(또는 물) 1컵",,,서양,145kcal
392,닭살크림수프,"밥,죽,스프","닭(가슴살) 100g, 우유 2컵","당근 50g, 양파 50g, 밀가루 20g, 버터 20g, 닭육수 1컵","소금 1작은술, 후춧가루 약간",서양,195kcal
393,덴마크식당근스프,"밥,죽,스프","당근(잘게 썬것) 1/2개, 크림치즈 200g","버터 75g, 양파(잘게 썬것) 1개, 우유 1L, 다진파슬리(다진것) 약간","소금 약간, 후춧가루 약간",서양,284kcal
394,러시안수프,"밥,죽,스프",쇠고기(사태) 100g,"양파 2/3개, 당근 1/2개, 감자 2/3개, 샐러리 50g, 버터 1큰술","케첩 4큰술, 육수 2컵, 월계수잎 2장, 소금 약간, 후춧가루 약간",서양,210kcal
395,모듬콩수프,"밥,죽,스프","콩(메주콩,검은콩 외) 각 100g","깨 3큰술, 잣 1큰술, 호두 2알, 식빵 1장","버터 약간, 후춧가루 약간, 소금 약간",서양,260kcal
396,버섯스프,"밥,죽,스프",버섯 6개,버터 2큰술,"마늘 약간, 밀가루 2큰술, 우유 1컵, 닭육수(육수) 2컵",서양,285kcal
397,버섯크림수프,"밥,죽,스프",양송이 10개,"버터 30g, 양파 1/2개, 감자 1/2개","닭육수 400ml, 월계수잎 1장, 생크림 100ml, 우유 100ml, 소금 약간, 후춧가루 약간, 크루통 적당량",서양,286kcal
398,베이비콘채소스프,"밥,죽,스프",베비이콘 70g,"당근 반개, 완두콩(통조림) 20알, 양파 1개, 토마토 1개","토마토케첩 4큰술, 버터 2큰술, 육수 3컵, 소금 약간, 후춧가루 약간, 다진마늘 약간",서양,135kcal
399,브로콜리수프,"밥,죽,스프","브로콜리 100g, 생크림 50ml, 닭육수 400g","양파 30g, 대파 20g, 밥 1/2공기, 시금치 50g, 버터 약간","소금 약간, 후춧가루 약간",서양,175kcal
400,양송이크림수프,"밥,죽,스프","양송이버섯 150g, 생크림 3큰술","육수 2컵, 버터 30g, 밀가루 30g, 우유 1/2컵, 물 1/2컵","소금 1작은술, 후춧가루 약간, 파슬리가루 약간, 버터 15g",서양,200kcal
401,어니언그라탱수프,"밥,죽,스프","양파 2개, 바게트빵 2장, 마늘 1개","올리브오일 1/2큰술, 치킨육수(가루분) 1작은술, 물 2컵","파마산치즈 약간, 파슬리가루 약간, 소금 약간, 후춧가루 약간",서양,386kcal
402,오므라이스,"밥,죽,스프","계란 3개, 밥 2공기","양파 1/4개, 당근 1/3개, 청피망 1/2개, 홍피망 1/2개, 오이 1/3개, 전분 약간","물 3컵, 쌈장 3큰술, 후춧가루 약간, 소금 약간, 멸치 한 줌, 다시마(10cm x 10cm) 1장",서양,630kcal
403,완두콩감자수프,"밥,죽,스프","완두콩 1컵, 감자 1/2개","양파 1/2개, 우유 100ml",소금 약간,서양,250kcal
404,완두콩수프,"밥,죽,스프",완두콩(통조림) 200g,"물 2컵, 감자 200g, 버터 15g, 밀가루 1큰술, 생크림 1큰술","소금 1/2작은술, 우유 1컵, 소금 1/2작은술, 후춧가루 1/4작은술",서양,190kcal
405,인도식과일카레라이스,"밥,죽,스프","밥 2인분, 카레 100g","쇠고기 100g, 양파 1개, 당근 20g, 감자 1개, 사과 1개, 오렌지 1개, 옥수수(통조림) 1/4컵, 버터 2큰술, 물 4컵, 건포도 2큰술","다진마늘 1큰술, 소금 약간, 후춧가루 약간",서양,540kcal
406,채소수프,"밥,죽,스프","감자 2개, 홀토마토 4개","당근 1개, 양파 1개, 샐러리 2대, 양송이버섯 8개, 물 6컵, 버터 2큰술","월계수잎 1장, 소금 약간, 후춧가루 약간",서양,170kcal
407,채소스프,"밥,죽,스프","당근 1/4개, 양파 1/2개, 샐러리 1/3대, 피망 1개, 무 20g","쇠고기스톡 3컵, 버터 1/2큰술","토마토페이스트 1과1/2큰술, 파슬리가루 약간",서양,265kcal
408,치즈라이스볼,"밥,죽,스프","밥 1공기, 치즈(슬라이스) 3장","닭고기 20g, 감자 15g, 양파 15g, 피망 15g, 밀가루 약간, 계란 1개, 빵가루 약간, 튀김기름 약간","굴소스 1작은술, 소금 약간, 후춧가루(가루) 약간, 깨소금 약간, 참기름 약간, 머스터드 약간, 케첩 약간",서양,491kcal
409,콘크림수프,"밥,죽,스프",스위트콘 1캔,"버터 3큰술, 양파 1개, 물 2컵, 우유 1컵, 생크림 1컵","소금 약간, 흰후추 약간",서양,210kcal
410,껍질콩버터조림,조림,"껍질콩 400g, 베이컨 50g, 양상추 1/2개","물 2/3컵, 파슬리 2줄, 비프스톡파우더 1/4작은술, 버터 30g, 밀가루 1/2큰술, 옥수수통조림 3큰술, 셀피유 약간","양파(작은것) 8개, 소금 1/4작은술, 설탕 1큰술, 파슬리가루 약간",서양,420kcal
411,돼지고기바베큐,조림,돼지고기 300g,"양파 1/2개, 밀가루 약간","마늘 약간, 맛술 2큰술, 참기름 약간, 토마토케첩 4큰술, 우스터소스 1큰술, 설탕 2작은술, 육수 3큰술, 월계수잎 1장",서양,397kcal
412,가지토마토그라탕,구이,"토마토 2개, 가지 1개",모짜렐라치즈 100g,"올리브오일 5큰술, 소금 약간, 후춧가루 약간",서양,254kcal
413,감자오븐구이,구이,감자 2개,포도씨오일 4큰술,"소금 1/4작은술, 파슬리가루 1큰술",서양,110kcal
414,닭가슴살구이와채소샐러드,구이,"닭가슴살 100g, 양상추 30g","각종유기농채소 적량, 마늘(갈은 것) 조금, 소금 조금, 통후추 조금","[발사믹드레싱] 발사믹식초 40ml, 올리브오일 60ml, 럼주 2ml, 생레몬주스 5ml, 설탕 약간, 소금 약간, 후춧가루 약간",서양,216kcal
415,등심스테이크,구이,쇠고기(등심) 200g,"양파 50g, 당근 30g, 호박 30g, 감자 30g, 가지 20g, 샐러리 30g","밀가루 30g, 버터 30g, 소금 약간, 후춧가루 약간, 육수 2컵, 토마토페이스트 2큰술, 샐러리 30g, 월계수잎 1잎",서양,216kcal
416,레이즌닭다리스테이크,구이,닭다리 2개,"양파 1/2개, 베이컨 1장, 마늘 5쪽","[토마토소스] 마른홍고추 1개, 로즈마리 1/4작은술, 건포도 25g, 홀토마토 200g, 설탕 1작은술, 소금 약간, 후춧가루 약간, 올리브오일 1큰술, 화이트와인 1/4컵",서양,385kcal
417,베이컨햄말이,구이,"베이컨 10, 햄 10개",식용유 약간,머스터드 2큰술,서양,297kcal
418,비프채소롤,구이,쇠고기(홍두깨살) 500g,"당근 1/3개, 양파 1/2개, 청피망 1/2개, 오이피클 1개, 베이컨 5장, 식용유 약간, 밀가루 1~2큰술, 홍피망 1/2개","머스터드 3큰술, 레드와인 5큰술",서양,312kcal
419,속채운감자,구이,감자 2개,"버터 3큰술, 우유 3큰술, 후루츠칵테일 50g, 은박컵 1개","설탕 4작은술, 계핏가루 1/2작은술, 파슬리가루 약간",서양,200kcal
420,아스파라거스베이컨말이,구이,"아스파라거스 200g, 메추리알 8개, 베이컨 16장",꼬치 약간,,서양,202kcal
421,오븐감자구이,구이,감자 4개,"베이컨 4장, 샤워크림 30g",마요네즈 약간,서양,235kcal
422,오븐채소구이,구이,"고구마 2개, 단호박 1/2개, 가지 1개, 당근 1/2개","통마늘 4쪽, 식용유 약간","소금 약간, 발사믹비네가 4~5큰술, 바질 약간, 오레가노 약간",서양,278kcal
423,치즈고기말이,구이,"쇠고기(불고기) 150g, 모짜렐라치즈 100g",카놀라유 약간,"소금 약간, 후춧가루 약간",서양,286kcal
424,치즈연어구이,구이,"연어 200g, 치즈(슬라이스) 2장","양상추 4잎, 토마토 1개, 래디쉬 2개, 호박 1/4개, 가지 1/4개, 카놀라유 약간","파슬리 적당량, 소금 약간",서양,186kcal
425,콘버터,구이,"옥수수통조림 1캔, 피자치즈 한줌","오이 1/3개, 파프리카 1/2개",버터 약간,서양,331kcal
426,콘치즈구이,구이,"옥수수통조림 1/2캔, 피자치즈 30g","맛살 15g, 당근 10g, 피망 10g, 양파 10g","마요네즈 15g, 설탕 약간, 소금 약간",서양,198kcal
427,토마토치즈구이,구이,"토마토 5개, 모짜렐라치즈 70g","양파 1큰술, 청피망 1큰술, 노랑 파프리카(노란색) 1큰술","소금 약간, 통후추 약간",서양,190kcal
428,홍합구이,구이,홍합 12개,"빵가루 5큰술, 생크림 3큰술, 홍고추 1/4개, 청고추 1/2개, 파마산치즈 약간","화이트와인 1큰술, 물 3큰술, 마늘 1작은술, 소금 약간, 후춧가루 약간",서양,294kcal
429,홍합치즈구이,구이,홍합 20개,"모짜렐라치즈 100g, 파슬리가루 약간",,서양,400kcal
430,고구마크로켓,"튀김,커틀릿",고구마 4개,"양파 1개, 피망 1/2개, 베이컨 50g, 버터 1큰술, 밀가루 약간, 빵가루 약간, 계란 1개","소금 약간, 후춧가루 약간",서양,295kcal
431,고등어샐러드,"튀김,커틀릿","고등어 1/2마리, 양상추 1/2개","전분 2큰술, 식용유 2큰술","생강 1/2쪽, 레몬 1/2개, 소금 1작은술, 후춧가루 1작은술, 겨자소스 1큰술",서양,325kcal
432,골드 코스트 코코넛 쉬림프,"튀김,커틀릿",새우(중하) 6마리,"밀가루 30g, 코코넛 가루 1/2컵, 레몬 2조각, 오렌지 마멀레이드 약간, 계란 1개, 하우스시즈닝 약간, 베이킹파우더 약간, 맥주 약간","홀스래디시 약간, 머스터드 약간",서양,410kcal
433,닭날개너트봉,"튀김,커틀릿",닭(날개) 5개,"밀가루 1/3컵, 계란 1개, 검은깨 2큰술, 아몬드(슬라이스) 2큰술, 빵가루 약간, 튀김기름 적당량","마늘 약간, 간장 약간, 소금 약간, 후춧가루 약간, 청주 1큰술",서양,379kcal
434,머스터드소스와치킨너겟,"튀김,커틀릿",닭(안심) 300g,"계란 1개, 녹말 1/2컵, 빵가루 4큰술","양파즙 1큰술, 소금 약간, 후춧가루 약간, 허니머스터스 약간",서양,240kcal
435,모짜렐라치즈튀김,"튀김,커틀릿",모짜렐라치즈 225g,"계란 1개, 밀가루 1큰술, 빵가루 2큰술, 튀김기름 약간",,서양,495kcal
