food_number,food_name,recipe,serving_number,level
216,가지김치,"1. 가지는 연하고 부드러운 것을 준비해 꼭지를 잘라내고 열십자로 칼집을 넣어 소금물에 절였다가 씻어서 물기를 뺀다.
2. 부추, 실파는 깨끗이 씻어 2cm 길이로 썬다.
3. 불린 고춧가루에 다진 마늘, 다진 생강, 설탕, 액체 육젓을 넣어 고추 양념을 만든다.
4. 우묵한 그릇에 부추와 실파를 넣고 고추 양념으로 버무려 소금으로 간을 맞춘 후 물기를 뺀 가지의 칼집 사이로 버무린 소를 넣어 가지김치를 항아리에 담는다.",2인분 기준,초보환영
217,깍두기,"1. 무는 깨끗이 씻어 물기를 닦고 1cm x 1cm 크기로 고르게 깍둑썬다.
2. 깍둑썰어 준비한 무를 3% 농도의 소금물에 담가 절인 다음 체에 건진다.
3. 절인 무에 고춧가루 1/2컵을 먼저 넣고 버무려 빨갛게 물들인다.
4. 찬물 1과1/2컵에 찹쌀가루 3큰술을 풀어 중간 불에서 끓여 찹쌀풀을 만들어놓는다.
5. 넓은 그릇에 찹쌀풀, 새우젓, 고춧가루, 다진 마늘, 다진 생강을 넣고, 잘 섞어 양념을 만들어 ③을 넣고 고루 버무린다.
6. 항아리에 고르게 담고, 위를 다진 다음 찬 곳에서 익힌다",4인분 기준,초보환영
218,깻잎롤김치,"1. 깻잎은 잘 씻어 소금물에 절여 체에 밭쳐둔다.
2. 대파, 양파, 다진 생강, 멸치, 멸치액젓, 설탕, 물을 넣고 끓인 후 걸러 식혀서 국물만 사용한다.
3. 고추는 반으로 갈라 씨를 털어낸 후 3cm 길이로 잘라 채썰어 사용하고 밤, 대추는 곱게 채썰어 속에 넣을 재료로 사용한다.
4. 잘 절여진 깻잎을 3장 겹쳐 ③의 재료를 놓아 돌돌 말은 후 통에 가지런히 담아 ②의 국물을 붓고 냉장고에 두고 먹는다.",4인분 기준,초보환영
219,깻잎말이김치,"1. 깻잎은 잘 씻어 소금물(물 4컵, 소금 1.5큰술)에 절여 체에 밭쳐둔다.
2. 대파, 양파, 생강, 멸치, 액젓, 설탕, 물을 넣고 끓여 국물만 걸러 식혀서 사용한다.
3. 고추는 반으로 갈라 씨를 털어낸 후 3cm 길이로 잘라서 사용하고 모든 재료는 곱게 채를 썬다.
4. 잘 절여진 깻잎 여러장을 겹쳐 소를 넣고 돌돌 말은 후 통에 가진런히 담아 국물을 부은 후 냉장보관하여 먹는다.",4인분 기준,초보환영
220,깻잎조림,"1. 깻잎을 깨끗이 씻어 둔다.
2. 청고추와 홍고추는 잘게 다져둔다.
3. 간장, 물, 조청, 청고추, 홍고추, 들기름으로 조림장을 만든다.
4. 냄비에 깻잎과 조림장을 켜켜이 쌓고 뚜껑을 덮어 한번 살짝 끓여준다.",2인분 기준,초보환영
221,된장깻잎장아찌,"1. 여린 깻잎보다는 약간 억센 깻잎을 골라 흐르는 물에 깨끗이 씻어 물기를 뺀다.
2. 항아리에 된장과 함께 깻잎을 켜켜이 담은 다음 망을 씌운후 뚜껑을 덮어 삭힌다.
3. 한달 정도 삭힌 후 꺼내어 먹는다. (찜통에 살짝 쪄서 먹어도 좋다.)",4인분 기준,초보환영
222,마늘장아찌,"1. 마늘은 단단하고 고른것으로 구입하여 물에 충분히 불렸다가 속 껍질까지 벗겨 물기를 완전히 닦아낸다.
2. 마늘을 그릇에 담고 물 10컵에 소금 1컵을 섞은 소금물을 부어 1주일 정도 숙성시킨다.
3. 분량의 장아찌간장을 팔팔 끓여 식힌 후 삭힌 마늘에 붓고 1주일 정도 놓아둔다.
4. 마늘이 잘 삭았으면 장물만 따라내어 팔팔 끓인 다음 식혀서 다시 마늘에 붓는다.",4인분 기준,초보환영
223,마늘쫑굴소스볶음,"1. 마늘쫑은 4-5cm로 썰어서 깨끗이 씻어 물기를 제거한다.
2. 마른새우도 손질하여 둔다
3. 팬에 기름을 두르고 마늘쫑을 볶다가 간장을 넣어 색을 낸다.
4. 마늘쫑 숨이 살짝 죽을 무렵 손질한 새우를 넣어 한번 볶다가 굴소스를 넣어 살짝 볶아낸다.
5. 참기름 한 두방울을 두르고 섞은 후 접시에 담아낸다.",4인분 기준,초보환영
224,마른오징어조림,"1. 마른 오징어는 물에 불려 깨끗이 씻은 다음 껍질을 벗긴다.
2. 껍질 벗긴 오징어는 길이로 반 갈라 1cm 폭으로 썬다.
3. 오징어를 냄비에 넣고 참기름과 물을 부어 천천히 조린다.
4. 국물이 1/3 정도로 졸아들면 진간장, 설탕을 넣고 다진 파와 다진 마늘을 넣는다.
5. 약한 불에서 은근히 조리다가 국물이 거의 졸면 꼭지 딴 청고추를 넣고 살짝 버무린다.
6. 윤기나게 조려지면 깨소금과 후춧가루를 뿌려 마무리한다.
*요리사진: 메뉴판닷컴 패널 요리인 근땡이",4인분 기준,초보환영
225,매실장아찌,"1. 마늘은 통째로 잘 씻어서 소금으로 간을 하여 한 달 동안 재워둔다.
2. 매실은 씻어 씨를 발라낸다.
3. 삭힌 마늘을 꺼내 껍질을 벗겨 깨끗이 씻은 다음 물기를 완전히 빼고, 매실 양의 1/2을 넣어 마늘과 잘 섞는다.
4. 남은 매실은 즙을 내어 흑설탕을 약간 넣고 끓여 식힌 후 ②에 붓는다.
5. ③을 2일간 두었다가 국물만 따라내 끓여 식힌 후 다시 붓는다. 이 과정을 3~4회 되풀이 한다.
6. 20일 정도 지나면 먹기 좋은 장아찌가 된다.",2인분 기준,초보환영
226,무말랭이장아찌,"1. 무는 수세미로 씻어 손질한 후 손가락 굵기로 채썰어 채반에 널거나 실에 꿰어 바람이 잘 통하는 곳에서 말린다.
2. 풋고춧잎은 팔팔 끓는 물에 데쳐 찬물에 헹궈 꼭 짜서 말린다.
3. 물엿 1컵에 분량의 양념재료들을 모두 그릇에 담고 잘 저어 양념장을 만든다.
4. 말린 고춧잎과 무를 찬물에 불려 물기를 꼭 뺀다음 양념장에 잘 버무려 간이 밴 후 낸다.",4인분 기준,초보환영
227,무우갑장과,"1. 쇠고기는 다져서 간장, 참기름, 깨소금, 설탕으로 밑간한다.
2. 무는 5cm 길이로 썰어 간장에 살짝 절여둔다.
3. 홍고추, 청고추는 어슷하게 썰고, 양송이는 모양대로 준비한다.
4. 무가 어느정도 절여지면 거즈에 살짝 짜서 물기를 제거한다.
5. 기름두른 프라이팬에 쇠고기를 볶다가 절여진 무를 넣고 다시한번 간을 맞춘 후 볶는다.
6. ③을 ⑤에 넣어 보기좋게 장식한 후 깨소금을 뿌린다.",4인분 기준,초보환영
228,무초김치,"1. 무는 껍질을 벗기고 최대한 얇게 썰어 엷은 소금물에 담가 놓는다.
2. 미나리는 다듬에 5cm 길이로 자르고 배와 당근도 손질 한 후 5cm 길이로 채썬다. 생강도 곱게 채썬다.
3. 무가 약간 절여 졌으면 건져서 물기를 뺀 후 미나리와 배, 당근, 생강을 하나씩 올려 돌돌 만다.
4. 분량의 식초와 설탕을 타서 단촛물을 만든다.
5. 예쁘게 말아둔 무쌈을 준비한 촛물에 반나절 이상 담궜다가 차게 해서 낸다.",3인분 기준,초보환영
229,미나리나물,"1. 미나리는 잎을 떼내고 길이 6cm 길이로 썰어 끓는 물에 살짝 데쳐낸다.
2. 데친 미나리는 물기를 꼭 짜둔다.
3. 소금, 참기름, 깨소금, 다진 파, 다진 마늘을 섞어 양념장을 만든다.
4. 데친 미나리를 ③의 양념장으로 버무린다.
5. 미나리의 푸른색을 살리려면 미나리를 데칠 때 끓는 물에 약간의 소금과 식초를 넣어준다.",4인분 기준,초보환영
230,배추겉절이,"1. 배추는 한 잎 씩 떼어 씻은 다음 소금 5 큰술을 고루 뿌려 절여놓는다.
2. 새우젓은 건더기만 곱게 다진다.
3. 절인 배추는 찬물에 헹구었다가 소쿠리에 건져 물기를 뺀 다음 손으로 쭉쭉 찢는다.
4. 다진 파와 마늘, 생강, 고춧가루, 진간장, 새우젓, 설탕, 참기름을 섞어 양념을 만든다.
5. 찢은 배추를 양념으로 버무린다. 상에 낼 때 통깨로 마무리한다.",4인분 기준,초보환영
231,봄동겉절이,"1. 어린 봄동을 깨끗이 손질해 먹기 좋게 찢는다.
2. 영양부추는 이물질을 제거하고 깨끗하게 씻어 적당한 크기로 썬다.
3. 분량의 양념 재료를 섞어 양념장을 만든다.
4. 준비한 봄동과 영양부추는 체에 밭쳐 물기를 제거한다.
5. 양념장에 봄동과 영양부추를 무친다.",2인분 기준,초보환영
232,붉은갓동치미,"1. 무는 1cm x 3cm 정도로 썰어 굵은 소금에 1시간정도 절인다. 썰고 남은 자투리는 버리지 않는다.
2. 붉은 갓은 무와 같은 길이로 썰어 씻어둔다.
3. 절인 무는 씻은 다음 물기를 빼 놓는다.
4. 물 2.5리터를 미리 준비한다.
5. 배 1/4개, 양파, 마늘, 생강, 자투리 무를 물 약간과 함께 넣고 믹서에 곱게 간다.
6. 체에 고운 보자기를 놓고 ②를 놓고 물로 거른다.
7. 소금으로 간을 한다.
8. 동치미 국물에 절인 무와 홍갓, 삭힌고추, 배 1/4개를 넣고 익혀서 자주빛 국물이 우러나면 먹는다.",4인분 기준,초보환영
233,새송이장조림,"1. 새송이버섯은 0.5cm 두께로 길이대로 모양을 살려 자른다.
2. 청양고추, 홍고추는 2cm 길이로 썰고, 마늘은 얇게 저민다.
3. 양파는 한 입 크기로 자른다.
4. 냄비에 분량의 양념 재료를 넣고 끓여 조림장을 만든다.
5. 조림장에 새송이버섯, 청양고추, 홍고추, 양파, 마늘을 넣어 조린다.
6. 윤기나게 조려지면 불에서 내려 참기름을 둘러 마무리한다.",2인분 기준,초보환영
234,섞박지,"1. 배추와 무는 소금물에 절여 헹궈 물기를 뺀 후 배추는 5~6㎝ 길이로 썰고 무는 이리저리 돌려가며 큼직하게 썰어놓는다.
2. 갓과 실파는 깨끗이 손질하여 4cm 길이로 썰어둔다.
3. 절여둔 배추와 무에 고춧가루, 다진 마늘, 다진 생강을 넣어 고루 섞은 다음 갓, 실파, 액체육젓과 설탕, 소금을 넣고 고루 버무려 맛을 낸다.",2인분 기준,초보환영
235,시금치나물,"1. 시금치를 끓는 물에 소금을 넣고 살짝 데친다.
2. 데친 시금치는 찬물에 헹구어 물기를 꼭 짜놓는다.
3. 대파는 흰부분만 4cm 길이로 채썰고, 홍고추도 같은 길이로 곱게 채썬다.
4. 멸치액젓, 대파채, 홍고추, 통깨, 참기름을 넣어 조물조물 무쳐 소금으로 간을 맞춘다.",2인분 기준,초보환영
236,양파김치,"1. 양파는 껍질을 벗기고 깨끗이 씻어 4등분하고 홍고추는 어슷썬다.
2. ①에 멸치액젓을 넣어 절인다.
3. 양파가 절여지면 양파와 국물을 분리한다.
4. ③의 국물에 고춧가루와 다진 새우젓, 다진 마늘을넣고 양념장을 만든다.
5. ③의 절여놓은 양파에 ④를 넣어 버무린다.
6. 부추를 손질해 3cm 길이로 잘라 ⑤와 버무린 후 통깨를 뿌려 마무리한다.",4인분 기준,초보환영
237,오이갑장과,"1. 쇠고기는 다져서 다진 파, 다진 마늘, 간장, 참기름, 깨소금, 설탕으로 밑간한다.
2. 오이는 5cm 길이로 썰어 소금에 살짝 절여둔다.
3. 홍고추, 청고추는 어슷하게 썰고, 양송이는 모양대로 준비한다.
4. 오이가 어느정도 절여지면 거즈에 살짝 짜서 물기를 제거한다.
5. 기름을 두른 프라이팬에 쇠고기를 볶다가 절여진 오이를 넣고 다시 한번 간을 맞춘 후 볶는다.
6. ③번 채소를 ⑤에 넣어 보기좋게 장식한 후 깨소금을 뿌린다.",4인분 기준,초보환영
238,오징어젓갈,"1. 오징어는 껍질이 검고 투명한 것으로 골라 소금물에 깨끗이 씻은 뒤 흐르는 물에 헹구어 물기를 뺀다.
2. 오징어의 몸통과 다리를 잘라 소금 4큰술을 뿌려 8시간 정도 삭힌다.
3. 삭힌 오징어는 0.5cm 두께로 썬다.
4. 소금 1/2큰술, 다진 파 1큰술, 다진 마늘 1/2큰술, 다진 생강 1/4큰술, 고춧가루 2큰술을 섞어 양념장을 만든다.
5. 준비한 양념장에 오징어채를 넣어 버무린 다음 항아리에 담아 서늘한 곳에서 일주일 정도 삭힌다.",2인분 기준,초보환영
239,잔멸치된장볶음,"1. 중간 크기의 잔멸치를 준비해 채에 담아 흔들어 부스러기와 티를 없앤다.
2. 분량의 된장에 맛술을 섞어 고운 체에 밭쳐 거른다.
3. 프라이팬에 기름을 두르고 뜨거워지면 ①의 멸치를 넣고 약한 불에서 나무젓가락이나 주걱으로 가볍게 볶는다.
4. ③에 분량의 간장, 설탕, 다진 마늘과 준비한 된장을 넣고 고루 양념이 섞이도록 저어가며 바삭하게 볶은 다음 깨소금을 뿌린다.
5. 상추를 깨끗이 씻어 그 위에 밥을 놓고 볶은 멸치를 올린다.",4인분 기준,초보환영
240,잔멸치파래튀김,"1. 잔멸치는 불순물을 제거한 후 물에 살짝 씻어준다. 그리고 나서 체에 밭쳐 기름기를 제거한다.
2. 파래김은 불순물을 제거한 후 잘게 부수어 준비한다.
3. 큰 볼에 잔멸치와 파래, 계란 1개, 물1컵, 밀가루, 소금 등을 넣어 반죽한다.
4. 튀김 기름이 어느정도 올랐으면 반죽한 것을 숟가락으로 적당하게 떠서 튀긴다.",2인분 기준,초보환영
241,채소피클깻잎말이,"1. 오이와 무, 당근은 깨끗이 씻은 후 4cm 길이의 막대 모양으로 썬다.
2. 분량의 배합초 재료를 섞은 후 설탕이 충분히 녹을 수 있도록 젓는다.
3. ①을 ②에 넣고 1시간 정도 절인다.
4. 분량의 겨자소스 재료를 혼합한다.
5. 깻잎은 찬물에 담갔다 건져 물기를 빼고, 미나리는 깨끗이 손질한 후 소금물에 데쳐 물기를 제거한다.
6. 깻잎에 ③의 야채를 돌돌 말아서 ⑤의 미나리로 묶은 후 겨자소스에 찍어 먹는다.",4인분 기준,초보환영
242,콩나물무침,"1. 콩나물은 줄기가 희고 통통한 것으로 준비하여 뿌리를 다듬어 씻어 물기를 빼놓는다.
2. 냄비에 콩나물을 담고 물을 넣어 뚜껑을 덮고 데친 다음 콩나물을 건져 물기를 뺀다.
3. ②의 콩나물을 참기름으로 먼저 버무린 후 다진 파, 다진 마늘, 실고추, 깨소금, 후춧가루, 소금을 넣어 무친다.",4인분 기준,초보환영
243,콩나물미나리무침,"1. 콩나물은 꼬리를 다듬어 제거한다.
2. 끓는물에 소금을 약간 넣고 콩나물을 살짝 데쳐낸다.
3. 미나리는 길이 6cm 정도로 썰어 소금물에 살짝 데쳐낸다.
4. 데친 콩나물과 미나리는 물기를 제거한다.
5. 고춧가루, 소금, 참기름, 깨소금, 다진 파, 다진 마늘을 섞어 양념장을 만든다.
6. 콩나물과 미나리를 ⑤의 양념장에 무친다.
*미나리의 색을 살리기 위해서는 끓는물에 약간의 소금과 식초를 넣어 준다.
*콩나물의 비린맛을 완전히 없애도록 한다.",2인분 기준,초보환영
244,통마늘장아찌,"1. 연한 6쪽 통마늘을 골라 마른 껍질 2컵 정도를 벗긴 후 뿌리는 잘라내고 줄기부분은 1cm 정도 남기고 자른다.
2. 깨끗이 씻어 건져 물기를 완전히 뺀다.
3. 항아리에 마늘을 차곡차곡 담고 마늘이 푹 잠기도록 식초를 부은 후 뚜껑을 꼭 덮어 1주일 정도 시원한 곳에 둔다.
4. 냄비에 절임간장, 설탕, 육수를 넣어 끓여 식힌다.
5. 식초물을 따라 버리고 ④의 간장물을 넣고 뚜껑을 꼭 닫는다.
6. 3~4일 지난 후 간장물만 따라내어 끓여 식힌 후 다시 붓는다. 두 차례 반복한다.
7. 20일쯤 지난 후 꺼내먹는다.",2인분 기준,초보환영
245,파래무침,"1. 파래는 물에 씻어 물기를 제거한다.
2. 당근은 길이대로 썰어놓고 마늘과 파는 다져놓는다.
3. 간장 1큰술, 설탕 2큰술, 식초1과 1/2큰술, 깨소금, 참기름으로 양념장을 만든다.
4. 물기를 짠 파래를 ③의 양념장에 새콤달콤하게 무친다.",2인분 기준,초보환영
246,향신양념무장아찌,"1. 무를 토막 내어 간장과 향신즙에 절여 하루에 한번씩 끓여서 붓기를 서너 번 반복한다. 양념이 속까지 배었으면 향신장과 물엿을 넣고 보름 정도 삭힌다.
2. 장아찌는 먹기 좋은 크기로 썰어 통깨, 참기름, 홍고추채를 넣어 무친다.",2인분 기준,초보환영
247,향신양념콩나물무침,"1. 콩나물은 줄기가 희고 통통한 것으로 준비하여 뿌리를 다듬어 씻어 놓는다.
2. 콩나물에 물, 향신즙, 꽃소금을 넣고 살짝 데친 다음 체에 밭쳐 물기를 빼놓는다.
3. 나물을 향신유에 살짝 볶은 다음 소금, 참기름, 파채, 홍고추채를 넣고 고루 섞는다.",2인분 기준,초보환영
